Prov,Con_ACT,Sex,Age,Measure,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39
ON,ALL,F,30-34,Tx,11,10,9,9,7,7,7,5,5,5,5,5,5,4,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
ON,ALL,F,30-34,events,,1,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
ON,ALL,F,30-34,censored,,,1,,,,,2,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,
ON,ALL,F,35-39,Tx,17,15,14,12,11,11,11,10,9,8,6,5,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,
ON,ALL,F,35-39,events,,1,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,ALL,F,35-39,censored,,1,1,2,,,,1,1,1,1,1,1,,,,2,,,,,,,,,,,,,,,,1,,,,,,,
ON,ALL,F,40-44,Tx,46,42,40,36,34,29,28,26,25,24,22,18,17,17,12,12,12,8,7,5,5,5,3,2,2,0,0,,,,,,,,,,,,,
ON,ALL,F,40-44,events,,3,,2,2,3,,1,,1,2,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,
ON,ALL,F,40-44,censored,,1,2,2,,2,1,1,1,,,3,1,,5,,,4,1,1,,,1,1,,2,,,,,,,,,,,,,,
ON,ALL,F,45-49,Tx,41,36,35,31,26,26,24,21,20,19,19,17,12,12,8,8,8,8,8,6,5,4,3,2,2,2,2,1,1,1,1,1,1,1,1,0,0,,,
ON,ALL,F,45-49,events,,2,,2,2,,2,2,,1,,1,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,
ON,ALL,F,45-49,censored,,3,1,2,3,,,1,1,,,1,4,,3,,,,,1,1,1,,1,,,,1,,,,,,,,1,,,,
ON,ALL,F,50-54,Tx,72,67,63,62,56,53,49,45,42,41,39,37,32,30,28,24,20,20,18,17,17,17,16,16,11,11,10,9,7,3,3,3,3,2,2,2,1,0,0,
ON,ALL,F,50-54,events,,3,1,1,3,2,2,2,2,1,2,2,2,,,2,,,1,1,,,1,,2,,,,,,,,,1,,,,,,
ON,ALL,F,50-54,censored,,2,3,,3,1,2,2,1,,,,3,2,2,2,4,,1,,,,,,3,,1,1,2,4,,,,,,,1,1,,
ON,ALL,F,55-59,Tx,67,55,50,47,41,37,33,32,31,29,28,26,26,24,23,22,22,18,17,15,15,14,14,11,11,10,7,7,5,3,2,1,1,1,1,1,1,1,0,0
ON,ALL,F,55-59,events,,12,4,2,4,2,2,,,1,,2,,,1,1,,,,,,,,2,,,,,,,,,,,,,,,,
ON,ALL,F,55-59,censored,,,1,1,2,2,2,1,1,1,1,,,2,,,,4,1,2,,1,,1,,1,3,,2,2,1,1,,,,,,,1,
ON,ALL,F,60-64,Tx,55,47,45,40,39,34,32,30,27,26,25,23,20,19,17,16,15,14,13,12,10,10,9,9,7,5,4,3,2,1,1,1,1,1,0,0,,,,
ON,ALL,F,60-64,events,,6,,1,,3,1,1,1,,1,1,2,,,1,,1,,,,,1,,,1,,,,,,,,,1,,,,,
ON,ALL,F,60-64,censored,,2,2,4,1,2,1,1,2,1,,1,1,1,2,,1,,1,1,2,,,,2,1,1,1,1,1,,,,,,,,,,
ON,ALL,F,65+,Tx,42,37,33,33,33,32,32,29,25,23,18,17,16,15,11,11,9,8,8,6,6,6,6,4,4,4,3,3,3,2,2,2,2,2,2,1,0,0,,
ON,ALL,F,65+,events,,4,3,,,1,,3,4,2,5,1,1,,3,,,,,1,,,,,,,,,,,,,,,,,,,,
ON,ALL,F,65+,censored,,1,1,,,,,,,,,,,1,1,,2,1,,1,,,,2,,,1,,,1,,,,,,1,1,,,
ON,ALL,F,ALL,Tx,361,318,298,279,256,237,223,204,189,177,163,149,132,124,105,99,90,80,75,65,61,59,54,47,40,35,29,26,20,12,11,10,9,8,7,5,3,2,1,1
ON,ALL,F,ALL,events,,33,8,8,14,11,8,10,8,8,12,8,7,1,5,4,,1,1,4,1,,4,2,2,1,,,,,,,,1,1,,,,,
ON,ALL,F,ALL,censored,,10,12,11,9,8,6,9,7,4,2,6,10,7,14,2,9,9,4,6,3,2,1,5,5,4,6,3,6,8,1,1,1,,,2,2,1,1,
ON,ALL,M,18-19,Tx,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
ON,ALL,M,18-19,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,ALL,M,18-19,censored,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
ON,ALL,M,20-24,Tx,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,
ON,ALL,M,20-24,events,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
ON,ALL,M,20-24,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
ON,ALL,M,25-29,Tx,6,5,5,5,5,5,5,4,4,3,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,
ON,ALL,M,25-29,events,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,ALL,M,25-29,censored,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
ON,ALL,M,30-34,Tx,8,7,7,6,6,6,5,5,4,4,4,4,3,3,3,3,3,3,3,2,2,1,1,0,0,,,,,,,,,,,,,,,
ON,ALL,M,30-34,events,,,,1,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
ON,ALL,M,30-34,censored,,1,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,
ON,ALL,M,35-39,Tx,29,29,28,26,24,23,22,21,19,19,18,13,12,12,11,10,10,8,7,6,6,6,5,5,4,4,4,4,2,1,1,1,1,1,1,1,1,1,0,0
ON,ALL,M,35-39,events,,,1,,1,,1,,2,,1,5,1,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,
ON,ALL,M,35-39,censored,,,,2,1,1,,1,,,,,,,1,1,,1,1,1,,,,,,,,,2,1,,,,,,,,,1,
ON,ALL,M,40-44,Tx,24,22,21,20,18,15,15,14,12,11,9,8,7,5,5,4,4,3,3,3,3,3,3,3,3,3,2,2,1,1,1,0,0,,,,,,,
ON,ALL,M,40-44,events,,2,,1,1,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,ALL,M,40-44,censored,,,1,,1,2,,,1,,1,1,,2,,1,,1,,,,,,,,,1,,1,,,1,,,,,,,,
ON,ALL,M,45-49,Tx,38,32,31,28,25,22,21,19,17,17,16,14,13,13,12,12,10,10,8,6,6,6,5,5,5,3,2,2,1,1,1,0,0,,,,,,,
ON,ALL,M,45-49,events,,4,,2,,3,1,2,,,1,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,
ON,ALL,M,45-49,censored,,2,1,1,3,,,,2,,,2,1,,1,,2,,1,1,,,1,,,1,1,,1,,,1,,,,,,,,
ON,ALL,M,50-54,Tx,43,36,33,31,30,28,26,24,23,22,19,19,18,17,16,15,14,14,13,12,10,8,8,7,7,7,6,5,3,3,3,3,3,3,3,3,2,2,0,0
ON,ALL,M,50-54,events,,4,2,1,1,2,,1,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,
ON,ALL,M,50-54,censored,,3,1,1,,,2,1,1,1,2,,1,1,1,1,1,,1,1,1,2,,1,,,1,1,1,,,,,,,,1,,2,
ON,ALL,M,55-59,Tx,80,72,67,65,59,55,52,46,40,38,35,32,31,30,27,25,25,23,23,21,20,18,17,16,14,13,12,12,11,8,6,5,5,5,4,2,2,0,0,
ON,ALL,M,55-59,events,,6,1,,3,2,2,3,3,,2,3,,1,,,,1,,2,,,,,,,,,,1,,1,,,,,,,,
ON,ALL,M,55-59,censored,,2,4,2,3,2,1,3,3,2,1,,1,,3,2,,1,,,1,2,1,1,2,1,1,,1,2,2,,,,1,2,,2,,
ON,ALL,M,60-64,Tx,46,43,42,42,40,39,39,34,30,28,24,21,19,19,19,16,15,15,12,11,9,7,5,3,3,2,2,1,1,1,1,1,1,1,1,0,0,,,
ON,ALL,M,60-64,events,,2,,,1,1,,3,3,1,3,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
ON,ALL,M,60-64,censored,,1,1,,1,,,2,1,1,1,2,1,,,2,1,,3,1,2,2,2,2,,1,,1,,,,,,,,1,,,,
ON,ALL,M,65+,Tx,42,39,36,31,29,29,26,21,19,17,15,12,11,11,10,10,8,7,5,4,4,4,3,3,2,1,1,0,0,,,,,,,,,,,
ON,ALL,M,65+,events,,3,3,4,,,3,5,2,2,1,2,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
ON,ALL,M,65+,censored,,,,1,2,,,,,,1,1,1,,1,,1,,1,1,,,1,,1,1,,1,,,,,,,,,,,,
ON,ALL,M,ALL,Tx,322,291,276,260,242,227,216,193,173,163,144,127,118,114,107,98,92,86,76,67,61,54,48,43,39,34,30,27,20,16,14,11,11,11,10,6,5,3,0,0
ON,ALL,M,ALL,events,,21,7,9,7,10,8,15,11,5,13,11,4,1,,1,1,3,3,4,1,,1,,1,1,,,1,1,,1,,,,,,,,
ON,ALL,M,ALL,censored,,10,8,7,11,5,3,8,9,5,6,6,5,3,7,8,5,3,7,5,5,7,5,5,3,4,4,3,6,3,2,2,,,1,4,1,2,3,
ON,No,ALL,20-24,Tx,6,6,6,6,6,4,4,4,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,
ON,No,ALL,20-24,events,,,,,,1,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
ON,No,ALL,20-24,censored,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
ON,No,ALL,25-29,Tx,7,5,5,5,5,5,5,4,4,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,ALL,25-29,events,,1,,,,,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,ALL,25-29,censored,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,ALL,30-34,Tx,10,8,8,8,7,7,7,6,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
ON,No,ALL,30-34,events,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,ALL,30-34,censored,,1,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,
ON,No,ALL,35-39,Tx,28,27,26,24,23,22,22,20,18,17,14,10,9,9,8,7,5,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,,,,,,
ON,No,ALL,35-39,events,,1,,,1,,,,2,,2,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
ON,No,ALL,35-39,censored,,,1,2,,1,,2,,1,1,1,1,,1,1,2,1,,1,,,,,,,,,1,,,,1,,,,,,,
ON,No,ALL,40-44,Tx,43,40,38,36,33,29,28,28,26,25,22,18,16,15,10,9,9,4,4,3,3,3,2,2,2,1,1,1,0,0,,,,,,,,,,
ON,No,ALL,40-44,events,,3,,1,2,2,,,1,1,3,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,
ON,No,ALL,40-44,censored,,,2,1,1,2,1,,1,,,4,1,1,5,1,,5,,1,,,,,,1,,,1,,,,,,,,,,,
ON,No,ALL,45-49,Tx,63,52,50,47,42,39,38,34,32,31,30,27,21,21,16,16,14,14,12,9,8,7,7,6,6,4,3,2,1,1,1,0,0,,,,,,,
ON,No,ALL,45-49,events,,6,,2,2,3,1,4,,1,1,1,1,,1,,,,1,2,,,,,,1,,,,,,,,,,,,,,
ON,No,ALL,45-49,censored,,5,2,1,3,,,,2,,,2,5,,4,,2,,1,1,1,1,,1,,1,1,1,1,,,1,,,,,,,,
ON,No,ALL,50-54,Tx,91,82,75,73,68,63,59,55,52,50,47,45,39,36,33,31,26,26,24,22,20,20,19,18,17,17,15,13,9,6,6,6,6,5,5,5,3,2,0,0
ON,No,ALL,50-54,events,,6,3,1,2,4,,3,1,1,3,2,2,,,2,,,,1,1,,1,,,,,,1,,,,,1,,,,,,
ON,No,ALL,50-54,censored,,3,4,1,3,1,4,1,2,1,,,4,3,3,,5,,2,1,1,,,1,1,,2,2,3,3,,,,,,,2,1,2,
ON,No,ALL,55-59,Tx,106,91,84,80,70,66,60,53,48,45,41,37,36,34,33,31,31,27,27,25,25,23,23,22,21,19,15,15,12,7,6,4,4,4,3,2,2,1,0,0
ON,No,ALL,55-59,events,,14,3,1,6,2,3,3,2,1,2,4,,1,,1,,1,,1,,,,,,,,,,1,,1,,,,,,,,
ON,No,ALL,55-59,censored,,1,4,3,4,2,3,4,3,2,2,,1,1,1,1,,3,,1,,2,,1,1,2,4,,3,4,1,1,,,1,1,,1,1,
ON,No,ALL,60-64,Tx,79,70,67,63,60,55,53,47,42,40,36,31,27,27,27,24,22,21,17,15,13,11,9,9,8,6,5,4,3,2,2,2,2,2,1,0,0,,,
ON,No,ALL,60-64,events,,6,,1,1,3,1,3,3,1,3,2,3,,,2,,1,,,,,,,,1,,,,,,,,,1,,,,,
ON,No,ALL,60-64,censored,,3,3,3,2,2,1,3,2,1,1,3,1,,,1,2,,4,2,2,2,2,,1,1,1,1,1,1,,,,,,1,,,,
ON,No,ALL,65+,Tx,72,64,58,53,51,50,48,41,36,33,26,23,21,21,17,17,14,12,12,10,10,10,9,7,6,5,4,3,3,2,2,2,2,2,2,1,0,0,,
ON,No,ALL,65+,events,,7,6,4,,1,2,7,5,3,6,2,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,
ON,No,ALL,65+,censored,,1,,1,2,,,,,,1,1,1,,2,,3,1,,2,,,1,2,1,1,1,1,,1,,,,,,1,1,,,
ON,No,ALL,ALL,Tx,505,445,417,395,365,340,324,292,266,250,224,199,175,169,150,141,127,113,104,91,86,80,75,69,65,57,48,43,31,21,20,17,16,15,13,9,6,4,1,1
ON,No,ALL,ALL,events,,45,12,10,15,16,7,21,15,10,21,14,10,1,3,5,,4,2,4,1,,2,,,2,,,1,1,,1,,1,1,,,,,
ON,No,ALL,ALL,censored,,15,16,12,15,9,9,11,11,6,5,11,14,5,16,4,14,10,7,9,4,6,3,6,4,6,9,5,11,9,1,2,1,,1,4,3,2,3,
ON,No,F,20-24,Tx,3,3,3,3,3,2,2,2,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,F,20-24,events,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,F,20-24,censored,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,F,25-29,Tx,4,3,3,3,3,3,3,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,F,25-29,events,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,F,25-29,censored,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,F,30-34,Tx,5,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1
ON,No,F,30-34,events,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,F,30-34,censored,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
ON,No,F,35-39,Tx,13,12,11,10,9,9,9,8,8,7,5,4,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,
ON,No,F,35-39,events,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,F,35-39,censored,,,1,1,,,,1,,1,1,1,1,,,,2,,,,,,,,,,,,,,,,1,,,,,,,
ON,No,F,40-44,Tx,29,27,26,25,24,21,20,20,19,18,16,13,12,12,7,7,7,3,3,2,2,2,1,1,1,0,0,,,,,,,,,,,,,
ON,No,F,40-44,events,,2,,,1,2,,,,1,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
ON,No,F,40-44,censored,,,1,1,,1,1,,1,,,3,1,,5,,,4,,1,,,,,,1,,,,,,,,,,,,,,
ON,No,F,45-49,Tx,30,25,24,24,21,21,20,18,18,17,17,15,10,10,6,6,6,6,6,4,3,2,2,1,1,1,1,0,0,,,,,,,,,,,
ON,No,F,45-49,events,,2,,,2,,1,2,,1,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
ON,No,F,45-49,censored,,3,1,,1,,,,,,,1,4,,3,,,,,1,1,1,,1,,,,1,,,,,,,,,,,,
ON,No,F,50-54,Tx,58,53,49,49,44,41,39,36,34,33,31,29,24,22,20,18,14,14,13,12,12,12,11,11,10,10,9,8,6,3,3,3,3,2,2,2,1,0,0,
ON,No,F,50-54,events,,3,1,,2,2,,2,1,1,2,2,2,,,2,,,,1,,,1,,,,,,,,,,,1,,,,,,
ON,No,F,50-54,censored,,2,3,,3,1,2,1,1,,,,3,2,2,,4,,1,,,,,,1,,1,1,2,3,,,,,,,1,1,,
ON,No,F,55-59,Tx,45,37,34,32,26,25,22,21,20,19,18,16,16,15,15,14,14,12,12,11,11,10,10,10,10,9,6,6,4,2,2,1,1,1,1,1,1,1,0,0
ON,No,F,55-59,events,,8,2,1,4,1,1,,,1,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,F,55-59,censored,,,1,1,2,,2,1,1,,1,,,1,,,,2,,1,,1,,,,1,3,,2,2,,1,,,,,,,1,
ON,No,F,60-64,Tx,40,34,32,28,27,23,21,20,19,18,18,16,13,13,13,12,11,10,9,8,7,7,7,7,6,4,3,3,2,1,1,1,1,1,0,0,,,,
ON,No,F,60-64,events,,4,,1,,2,1,,,,,1,2,,,1,,1,,,,,,,,1,,,,,,,,,1,,,,,
ON,No,F,60-64,censored,,2,2,3,1,2,1,1,1,1,,1,1,,,,1,,1,1,1,,,,1,1,1,,1,1,,,,,,,,,,
ON,No,F,65+,Tx,38,33,30,30,30,29,29,26,22,20,15,14,13,13,10,10,8,7,7,6,6,6,6,4,4,4,3,3,3,2,2,2,2,2,2,1,0,0,,
ON,No,F,65+,events,,4,3,,,1,,3,4,2,5,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,F,65+,censored,,1,,,,,,,,,,,,,1,,2,1,,1,,,,2,,,1,,,1,,,,,,1,1,,,
ON,No,F,ALL,Tx,265,231,216,208,190,177,168,155,145,135,123,110,93,90,76,72,63,55,53,46,44,42,40,37,35,31,25,23,17,10,10,9,8,7,6,5,3,2,1,1
ON,No,F,ALL,events,,26,6,2,11,8,3,8,6,7,10,7,7,,3,4,,1,,2,,,2,,,1,,,,,,,,1,1,,,,,
ON,No,F,ALL,censored,,8,9,6,7,5,6,5,4,3,2,6,10,3,11,,9,7,2,5,2,2,,3,2,3,6,2,6,7,,1,1,,,1,2,1,1,
ON,No,M,20-24,Tx,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,,,
ON,No,M,20-24,events,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
ON,No,M,20-24,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
ON,No,M,25-29,Tx,3,2,2,2,2,2,2,2,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,M,25-29,events,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,M,25-29,censored,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,M,30-34,Tx,5,4,4,4,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,1,1,0,0,,,,,,,,,,,,,,,
ON,No,M,30-34,events,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,M,30-34,censored,,1,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,
ON,No,M,35-39,Tx,15,15,15,14,14,13,13,12,10,10,9,6,6,6,5,4,4,2,2,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,
ON,No,M,35-39,events,,,,,,,,,2,,1,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
ON,No,M,35-39,censored,,,,1,,1,,1,,,,,,,1,1,,1,,1,,,,,,,,,1,,,,,,,,,,,
ON,No,M,40-44,Tx,14,13,12,11,9,8,8,8,7,7,6,5,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,,,,,,,,,,
ON,No,M,40-44,events,,1,,1,1,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,M,40-44,censored,,,1,,1,1,,,,,,1,,1,,1,,1,,,,,,,,,,,1,,,,,,,,,,,
ON,No,M,45-49,Tx,33,27,26,23,21,18,18,16,14,14,13,12,11,11,10,10,8,8,6,5,5,5,5,5,5,3,2,2,1,1,1,0,0,,,,,,,
ON,No,M,45-49,events,,4,,2,,3,,2,,,1,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,
ON,No,M,45-49,censored,,2,1,1,2,,,,2,,,1,1,,1,,2,,1,,,,,,,1,1,,1,,,1,,,,,,,,
ON,No,M,50-54,Tx,33,29,26,24,24,22,20,19,18,17,16,16,15,14,13,13,12,12,11,10,8,8,8,7,7,7,6,5,3,3,3,3,3,3,3,3,2,2,0,0
ON,No,M,50-54,events,,3,2,1,,2,,1,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,
ON,No,M,50-54,censored,,1,1,1,,,2,,1,1,,,1,1,1,,1,,1,1,1,,,1,,,1,1,1,,,,,,,,1,,2,
ON,No,M,55-59,Tx,61,54,50,48,44,41,38,32,28,26,23,21,20,19,18,17,17,15,15,14,14,13,13,12,11,10,9,9,8,5,4,3,3,3,2,1,1,0,0,
ON,No,M,55-59,events,,6,1,,2,1,2,3,2,,2,2,,1,,,,1,,1,,,,,,,,,,1,,1,,,,,,,,
ON,No,M,55-59,censored,,1,3,2,2,2,1,3,2,2,1,,1,,1,1,,1,,,,1,,1,1,1,1,,1,2,1,,,,1,1,,1,,
ON,No,M,60-64,Tx,39,36,35,35,33,32,32,27,23,22,18,15,14,14,14,12,11,11,8,7,6,4,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,,,
ON,No,M,60-64,events,,2,,,1,1,,3,3,1,3,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
ON,No,M,60-64,censored,,1,1,,1,,,2,1,,1,2,,,,1,1,,3,1,1,2,2,,,,,1,,,,,,,,1,,,,
ON,No,M,65+,Tx,34,31,28,23,21,21,19,15,14,13,11,9,8,8,7,7,6,5,5,4,4,4,3,3,2,1,1,0,0,,,,,,,,,,,
ON,No,M,65+,events,,3,3,4,,,2,4,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
ON,No,M,65+,censored,,,,1,2,,,,,,1,1,1,,1,,1,,,1,,,1,,1,1,,1,,,,,,,,,,,,
ON,No,M,ALL,Tx,240,214,201,187,175,163,156,137,121,115,101,89,82,79,74,69,64,58,51,45,42,38,35,32,30,26,23,20,14,11,10,8,8,8,7,4,3,2,0,0
ON,No,M,ALL,events,,19,6,8,4,8,4,13,9,3,11,7,3,1,,1,,3,2,2,1,,,,,1,,,1,1,,1,,,,,,,,
ON,No,M,ALL,censored,,7,7,6,8,4,3,6,7,3,3,5,4,2,5,4,5,3,5,4,2,4,3,3,2,3,3,3,5,2,1,1,,,1,3,1,1,2,
ON,Null,ALL,18-19,Tx,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
ON,Null,ALL,18-19,events,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,Null,ALL,18-19,censored,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
ON,Null,ALL,20-24,Tx,2,2,2,2,2,2,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,Null,ALL,20-24,events,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,Null,ALL,20-24,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,Null,ALL,25-29,Tx,2,2,2,2,2,2,2,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,Null,ALL,25-29,events,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,Null,ALL,25-29,censored,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,Null,ALL,30-34,Tx,5,5,5,4,4,4,3,2,2,2,2,2,2,1,1,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,
ON,Null,ALL,30-34,events,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
ON,Null,ALL,30-34,censored,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,Null,ALL,35-39,Tx,5,5,4,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0
ON,Null,ALL,35-39,events,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,Null,ALL,35-39,censored,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,
ON,Null,ALL,40-44,Tx,13,11,11,10,9,8,8,7,7,6,6,6,6,5,5,5,5,5,5,4,4,4,3,2,2,1,0,0,,,,,,,,,,,,
ON,Null,ALL,40-44,events,,1,,,1,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
ON,Null,ALL,40-44,censored,,1,,1,,1,,,,,,,,1,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,
ON,Null,ALL,45-49,Tx,8,8,8,5,3,3,2,2,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,Null,ALL,45-49,events,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,Null,ALL,45-49,censored,,,,2,2,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,Null,ALL,50-54,Tx,9,8,8,7,7,7,7,6,6,6,5,5,5,5,5,4,4,4,4,4,4,3,3,3,0,0,,,,,,,,,,,,,,
ON,Null,ALL,50-54,events,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
ON,Null,ALL,50-54,censored,,1,,,,,,1,,,1,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,
ON,Null,ALL,55-59,Tx,15,11,10,10,10,9,8,8,6,6,6,6,6,6,4,3,3,3,2,1,1,0,0,,,,,,,,,,,,,,,,,
ON,Null,ALL,55-59,events,,3,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON,Null,ALL,55-59,censored,,1,,,,,,,1,,,,,,2,1,,,1,1,,1,,,,,,,,,,,,,,,,,,
